Id,WnvPresent
1,0.7154500341911205
2,0.7154500341911205
3,0.7154500341911205
4,0.7154500341911205
5,0.7154500341911205
6,0.7154500341911205
7,0.7154500341911205
8,0.7154500341911205
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.7998935698790209
18,0.7998935698790209
19,0.7998935698790209
20,0.7998935698790209
21,0.7998935698790209
22,0.7998935698790209
23,0.7998935698790209
24,0.7998935698790209
25,0.6692296415510121
26,0.6692296415510121
27,0.6692296415510121
28,0.6692296415510121
29,0.6692296415510121
30,0.6692296415510121
31,0.6692296415510121
32,0.6692296415510121
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.4159470167540925
42,0.4159470167540925
43,0.4159470167540925
44,0.4159470167540925
45,0.4159470167540925
46,0.4159470167540925
47,0.4159470167540925
48,0.4159470167540925
49,0.1710179805898951
50,0.1710179805898951
51,0.1710179805898951
52,0.1710179805898951
53,0.1710179805898951
54,0.1710179805898951
55,0.1710179805898951
56,0.1710179805898951
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.30695318411351324
66,0.30695318411351324
67,0.30695318411351324
68,0.30695318411351324
69,0.30695318411351324
70,0.30695318411351324
71,0.30695318411351324
72,0.30695318411351324
73,0.7982489181082257
74,0.7982489181082257
75,0.7982489181082257
76,0.7982489181082257
77,0.7982489181082257
78,0.7982489181082257
79,0.7982489181082257
80,0.7982489181082257
81,0.49538716518342996
82,0.49538716518342996
83,0.49538716518342996
84,0.49538716518342996
85,0.49538716518342996
86,0.49538716518342996
87,0.49538716518342996
88,0.49538716518342996
89,0.42624969251468237
90,0.42624969251468237
91,0.42624969251468237
92,0.42624969251468237
93,0.42624969251468237
94,0.42624969251468237
95,0.42624969251468237
96,0.42624969251468237
97,0.8014728169460602
98,0.8014728169460602
99,0.8014728169460602
100,0.8014728169460602
101,0.8014728169460602
102,0.8014728169460602
103,0.8014728169460602
104,0.8014728169460602
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.6375979262173482
114,0.6375979262173482
115,0.6375979262173482
116,0.6375979262173482
117,0.6375979262173482
118,0.6375979262173482
119,0.6375979262173482
120,0.6375979262173482
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.3610134825615474
138,0.3610134825615474
139,0.3610134825615474
140,0.3610134825615474
141,0.3610134825615474
142,0.3610134825615474
143,0.3610134825615474
144,0.3610134825615474
145,0.638648555308038
146,0.638648555308038
147,0.638648555308038
148,0.638648555308038
149,0.638648555308038
150,0.638648555308038
151,0.638648555308038
152,0.638648555308038
153,0.6375745307261497
154,0.6375745307261497
155,0.6375745307261497
156,0.6375745307261497
157,0.6375745307261497
158,0.6375745307261497
159,0.6375745307261497
160,0.6375745307261497
161,0.6225613790125446
162,0.6225613790125446
163,0.6225613790125446
164,0.6225613790125446
165,0.6225613790125446
166,0.6225613790125446
167,0.6225613790125446
168,0.6225613790125446
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.5369045132036201
186,0.5369045132036201
187,0.5369045132036201
188,0.5369045132036201
189,0.5369045132036201
190,0.5369045132036201
191,0.5369045132036201
192,0.5369045132036201
193,0.4451890405425104
194,0.4451890405425104
195,0.4451890405425104
196,0.4451890405425104
197,0.4451890405425104
198,0.4451890405425104
199,0.4451890405425104
200,0.4451890405425104
201,0.5045702726480314
202,0.5045702726480314
203,0.5045702726480314
204,0.5045702726480314
205,0.5045702726480314
206,0.5045702726480314
207,0.5045702726480314
208,0.5045702726480314
209,0.3598064580969097
210,0.3598064580969097
211,0.3598064580969097
212,0.3598064580969097
213,0.3598064580969097
214,0.3598064580969097
215,0.3598064580969097
216,0.3598064580969097
217,0.5845894933394361
218,0.5845894933394361
219,0.5845894933394361
220,0.5845894933394361
221,0.5845894933394361
222,0.5845894933394361
223,0.5845894933394361
224,0.5845894933394361
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.4668657264501861
234,0.4668657264501861
235,0.4668657264501861
236,0.4668657264501861
237,0.4668657264501861
238,0.4668657264501861
239,0.4668657264501861
240,0.4668657264501861
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.6179292568456656
