Id,WnvPresent
1,0.7057521278458946
2,0.7057521278458946
3,0.7057521278458946
4,0.7057521278458946
5,0.7057521278458946
6,0.7057521278458946
7,0.7057521278458946
8,0.7057521278458946
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.49173322496145244
18,0.49173322496145244
19,0.49173322496145244
20,0.49173322496145244
21,0.49173322496145244
22,0.49173322496145244
23,0.49173322496145244
24,0.49173322496145244
25,0.28429607761556885
26,0.28429607761556885
27,0.28429607761556885
28,0.28429607761556885
29,0.28429607761556885
30,0.28429607761556885
31,0.28429607761556885
32,0.28429607761556885
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.16555327793476882
42,0.16555327793476882
43,0.16555327793476882
44,0.16555327793476882
45,0.16555327793476882
46,0.16555327793476882
47,0.16555327793476882
48,0.16555327793476882
49,0.009598278332074928
50,0.009598278332074928
51,0.009598278332074928
52,0.009598278332074928
53,0.009598278332074928
54,0.009598278332074928
55,0.009598278332074928
56,0.009598278332074928
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.3340329078292364
66,0.3340329078292364
67,0.3340329078292364
68,0.3340329078292364
69,0.3340329078292364
70,0.3340329078292364
71,0.3340329078292364
72,0.3340329078292364
73,0.7769810476885974
74,0.7769810476885974
75,0.7769810476885974
76,0.7769810476885974
77,0.7769810476885974
78,0.7769810476885974
79,0.7769810476885974
80,0.7769810476885974
81,0.03746470920383964
82,0.03746470920383964
83,0.03746470920383964
84,0.03746470920383964
85,0.03746470920383964
86,0.03746470920383964
87,0.03746470920383964
88,0.03746470920383964
89,0.31259885144960026
90,0.31259885144960026
91,0.31259885144960026
92,0.31259885144960026
93,0.31259885144960026
94,0.31259885144960026
95,0.31259885144960026
96,0.31259885144960026
97,0.6106211679598778
98,0.6106211679598778
99,0.6106211679598778
100,0.6106211679598778
101,0.6106211679598778
102,0.6106211679598778
103,0.6106211679598778
104,0.6106211679598778
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.511989377335142
114,0.511989377335142
115,0.511989377335142
116,0.511989377335142
117,0.511989377335142
118,0.511989377335142
119,0.511989377335142
120,0.511989377335142
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.19259053096391665
138,0.19259053096391665
139,0.19259053096391665
140,0.19259053096391665
141,0.19259053096391665
142,0.19259053096391665
143,0.19259053096391665
144,0.19259053096391665
145,0.2746479762927131
146,0.2746479762927131
147,0.2746479762927131
148,0.2746479762927131
149,0.2746479762927131
150,0.2746479762927131
151,0.2746479762927131
152,0.2746479762927131
153,0.6385798571968707
154,0.6385798571968707
155,0.6385798571968707
156,0.6385798571968707
157,0.6385798571968707
158,0.6385798571968707
159,0.6385798571968707
160,0.6385798571968707
161,0.5315750831227155
162,0.5315750831227155
163,0.5315750831227155
164,0.5315750831227155
165,0.5315750831227155
166,0.5315750831227155
167,0.5315750831227155
168,0.5315750831227155
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.536535563390036
186,0.536535563390036
187,0.536535563390036
188,0.536535563390036
189,0.536535563390036
190,0.536535563390036
191,0.536535563390036
192,0.536535563390036
193,0.3414648125040193
194,0.3414648125040193
195,0.3414648125040193
196,0.3414648125040193
197,0.3414648125040193
198,0.3414648125040193
199,0.3414648125040193
200,0.3414648125040193
201,0.4826776702764823
202,0.4826776702764823
203,0.4826776702764823
204,0.4826776702764823
205,0.4826776702764823
206,0.4826776702764823
207,0.4826776702764823
208,0.4826776702764823
209,1.0
210,1.0
211,1.0
212,1.0
213,1.0
214,1.0
215,1.0
216,1.0
217,0.5976003804175167
218,0.5976003804175167
219,0.5976003804175167
220,0.5976003804175167
221,0.5976003804175167
222,0.5976003804175167
223,0.5976003804175167
224,0.5976003804175167
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.4378136392298975
234,0.4378136392298975
235,0.4378136392298975
236,0.4378136392298975
237,0.4378136392298975
238,0.4378136392298975
239,0.4378136392298975
240,0.4378136392298975
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.101505439005439
250,0.101505439005439
251,0.101505439005439
252,0.101505439005439
253,0.101505439005439
254,0.101505439005439
255,0.101505439005439
256,0.101505439005439
257,0.1
258,0.1
259,0.1
260,0.1
261,0.1
262,0.1
263,0.1
264,0.1
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.06959166697456012
274,0.06959166697456012
275,0.06959166697456012
276,0.06959166697456012
277,0.06959166697456012
278,0.06959166697456012
279,0.06959166697456012
280,0.06959166697456012
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.5315584139382522
298,0.5315584139382522
299,0.5315584139382522
300,0.5315584139382522
301,0.5315584139382522
302,0.5315584139382522
303,0.5315584139382522
304,0.5315584139382522
305,0.09631945046134824
306,0.09631945046134824
307,0.09631945046134824
308,0.09631945046134824
309,0.09631945046134824
310,0.09631945046134824
311,0.09631945046134824
312,0.09631945046134824
313,0.37606086723733784
314,0.37606086723733784
315,0.37606086723733784
316,0.37606086723733784
317,0.37606086723733784
318,0.37606086723733784
319,0.37606086723733784
320,0.37606086723733784
321,0.4566243119009069
322,0.4566243119009069
323,0.4566243119009069
324,0.4566243119009069
325,0.4566243119009069
326,0.4566243119009069
327,0.4566243119009069
328,0.4566243119009069
329,0.09914835164835165
330,0.09914835164835165
331,0.09914835164835165
332,0.09914835164835165
333,0.09914835164835165
334,0.09914835164835165
335,0.09914835164835165
336,0.09914835164835165
337,0.13644539174802334
338,0.13644539174802334
339,0.13644539174802334
340,0.13644539174802334
341,0.13644539174802334
342,0.13644539174802334
343,0.13644539174802334
344,0.13644539174802334
345,0.36509522924132687
346,0.36509522924132687
347,0.36509522924132687
348,0.36509522924132687
349,0.36509522924132687
350,0.36509522924132687
351,0.36509522924132687
352,0.36509522924132687
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.7472648362281821
362,0.7472648362281821
363,0.7472648362281821
364,0.7472648362281821
365,0.7472648362281821
366,0.7472648362281821
367,0.7472648362281821
368,0.7472648362281821
369,0.28052600907864067
370,0.28052600907864067
371,0.28052600907864067
372,0.28052600907864067
373,0.28052600907864067
374,0.28052600907864067
375,0.28052600907864067
376,0.28052600907864067
377,0.5940539072631631
378,0.5940539072631631
379,0.5940539072631631
380,0.5940539072631631
381,0.5940539072631631
382,0.5940539072631631
383,0.5940539072631631
384,0.5940539072631631
385,0.35175589337266083
386,0.35175589337266083
387,0.35175589337266083
388,0.35175589337266083
389,0.35175589337266083
390,0.35175589337266083
391,0.35175589337266083
392,0.35175589337266083
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.08751409538174244
402,0.08751409538174244
403,0.08751409538174244
404,0.08751409538174244
405,0.08751409538174244
406,0.08751409538174244
407,0.08751409538174244
408,0.08751409538174244
409,0.4
410,0.4
411,0.4
412,0.4
413,0.4
414,0.4
415,0.4
416,0.4
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.10806260881660308
426,0.10806260881660308
427,0.10806260881660308
428,0.10806260881660308
429,0.10806260881660308
430,0.10806260881660308
431,0.10806260881660308
432,0.10806260881660308
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.06670106639146886
442,0.06670106639146886
443,0.06670106639146886
444,0.06670106639146886
445,0.06670106639146886
446,0.06670106639146886
447,0.06670106639146886
448,0.06670106639146886
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.685439620822874
474,0.685439620822874
475,0.685439620822874
476,0.685439620822874
477,0.685439620822874
478,0.685439620822874
479,0.685439620822874
480,0.685439620822874
481,0.4641969881969882
482,0.4641969881969882
483,0.4641969881969882
484,0.4641969881969882
485,0.4641969881969882
486,0.4641969881969882
487,0.4641969881969882
488,0.4641969881969882
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.6297551112043328
498,0.6297551112043328
499,0.6297551112043328
500,0.6297551112043328
501,0.6297551112043328
502,0.6297551112043328
503,0.6297551112043328
504,0.6297551112043328
505,0.08367604617604618
506,0.08367604617604618
507,0.08367604617604618
508,0.08367604617604618
509,0.08367604617604618
510,0.08367604617604618
511,0.08367604617604618
512,0.08367604617604618
513,0.20291059324783994
514,0.20291059324783994
515,0.20291059324783994
516,0.20291059324783994
517,0.20291059324783994
518,0.20291059324783994
519,0.20291059324783994
520,0.20291059324783994
521,0.3928133851056617
522,0.3928133851056617
523,0.3928133851056617
524,0.3928133851056617
525,0.3928133851056617
526,0.3928133851056617
527,0.3928133851056617
528,0.3928133851056617
529,0.08805555555555555
530,0.08805555555555555
531,0.08805555555555555
532,0.08805555555555555
533,0.08805555555555555
534,0.08805555555555555
535,0.08805555555555555
536,0.08805555555555555
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.3562150467993344
554,0.3562150467993344
555,0.3562150467993344
556,0.3562150467993344
557,0.3562150467993344
558,0.3562150467993344
559,0.3562150467993344
560,0.3562150467993344
561,0.0
562,0.0
563,0.0
564,0.0
565,0.0
566,0.0
567,0.0
568,0.0
569,0.06013209013209013
570,0.06013209013209013
571,0.06013209013209013
572,0.06013209013209013
573,0.06013209013209013
574,0.06013209013209013
575,0.06013209013209013
576,0.06013209013209013
577,0.09053321678321677
578,0.09053321678321677
579,0.09053321678321677
580,0.09053321678321677
581,0.09053321678321677
582,0.09053321678321677
583,0.09053321678321677
584,0.09053321678321677
585,0.3889732522594888
586,0.3889732522594888
587,0.3889732522594888
588,0.3889732522594888
589,0.3889732522594888
590,0.3889732522594888
591,0.3889732522594888
592,0.3889732522594888
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.64990699216499
602,0.64990699216499
603,0.64990699216499
604,0.64990699216499
605,0.64990699216499
606,0.64990699216499
607,0.64990699216499
608,0.64990699216499
609,0.02416539212402464
610,0.02416539212402464
611,0.02416539212402464
612,0.02416539212402464
613,0.02416539212402464
614,0.02416539212402464
615,0.02416539212402464
616,0.02416539212402464
617,0.20021372484114278
618,0.20021372484114278
619,0.20021372484114278
620,0.20021372484114278
621,0.20021372484114278
622,0.20021372484114278
623,0.20021372484114278
624,0.20021372484114278
625,0.4951012245268071
626,0.4951012245268071
627,0.4951012245268071
628,0.4951012245268071
629,0.4951012245268071
630,0.4951012245268071
631,0.4951012245268071
632,0.4951012245268071
633,0.10091628959276018
634,0.10091628959276018
635,0.10091628959276018
636,0.10091628959276018
637,0.10091628959276018
638,0.10091628959276018
639,0.10091628959276018
640,0.10091628959276018
641,0.024070857327581005
642,0.024070857327581005
643,0.024070857327581005
644,0.024070857327581005
645,0.024070857327581005
646,0.024070857327581005
647,0.024070857327581005
648,0.024070857327581005
649,0.12848595848595848
650,0.12848595848595848
651,0.12848595848595848
652,0.12848595848595848
653,0.12848595848595848
654,0.12848595848595848
655,0.12848595848595848
656,0.12848595848595848
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
